hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions,Group
倘,倘,tǎng,tang3,9,高等,if; supposing; in case,Group 5
仲,仲,zhòng,zhong4,9,高等,second month of a season/middle/intermediate/second amongst brothers,Group 5
缕,縷,lǚ,lv3,9,高等,"strand/thread/detailed/in detail/classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)",Group 5
闸,閘牐,zhá,zha2,9,高等,gear/brake/sluice/lock (on waterway)/electric switch or circuit breaker,Group 5
屑,屑,xiè,xie4,9,高等,bits/fragments/crumbs/filings/trifling/trivial/to condescend to,Group 5
溢,溢,yì,yi4,9,高等,to overflow/(literary) excessive/old variant of 鎰|镒[yi4],Group 5
杜,杜,dù,du4,9,高等,birchleaf pear (tree)/to stop/to prevent/to restrict,Group 5
舶,舶,bó,bo2,9,高等,ship,Group 5
屯,屯,tún,tun2,9,高等,difficult/stingy,Group 5
瞅,瞅,chǒu,chou3,9,高等,old variant of 瞅[chou3],Group 5
莲,蓮,lián,lian2,9,高等,lotus,Group 5
朦,朦,méng,meng2,9,高等,used in 朦朧|朦胧[meng2 long2],Group 5
胧,朧,lóng,long2,9,高等,used in 朦朧|朦胧[meng2 long2],Group 5
芽,芽,yá,ya2,9,高等,bud/sprout,Group 5
拱,拱,gǒng,gong3,9,高等,to cup one's hands in salute/to surround/to arch/to dig earth with the snout/arched,Group 5
渔,漁,yú,yu2,9,高等,fisherman/to fish,Group 5
缀,綴,zhuì,zhui4,9,高等,to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish,Group 5
旱,旱,hàn,han4,9,高等,drought,Group 5
弘,弘,hóng,hong2,9,高等,great/liberal,Group 5
卉,卉,huì,hui4,9,高等,plants,Group 6
朴,朴樸,pǔ,pu3,9,高等,plain and simple/Taiwan pr. [pu2],Group 6
倚,倚,yǐ,yi3,9,高等,to lean on/to rely upon,Group 6
荡,蕩,dàng,dang4,9,高等,to wash/to squander/to sweep away/to move/to shake/dissolute/pond,Group 6
贬,貶,biǎn,bian3,9,高等,to diminish/to demote/to reduce or devaluate/to disparage/to censure/to depreciate,Group 6
躯,軀,qū,qu1,9,高等,human body,Group 6
夷,夷,yí,yi2,9,高等,"non-Han people, esp. to the East of China/barbarians/to wipe out/to exterminate/to tear down/to raze",Group 6
轴,軸,zhóu,zhou2,9,高等,see 壓軸戲|压轴戏[ya1 zhou4 xi4]/Taiwan pr. [zhou2],Group 6
涤,滌,dí,di2,9,高等,to wash/to cleanse,Group 6
赤,赤,chì,chi4,9,高等,red/scarlet/bare/naked,Group 6
滞,滯,zhì,zhi4,9,高等,sluggish,Group 6
嫂,嫂,sǎo,sao3,9,高等,older brother's wife/sister-in-law,Group 7
缔,締,dì,di4,9,高等,closely joined/connection/knot,Group 7
赃,贓,zāng,zang1,9,高等,variant of 贓|赃[zang1],Group 7
菩,菩,pú,pu2,9,高等,Bodhisattva,Group 7
萨,薩,sà,sa4,9,高等,Bodhisattva/surname Sa,Group 7
曙,曙,shǔ,shu3,9,高等,daybreak/dawn/the dawn of a new epoch (metaphor)/Taiwan pr. [shu4],Group 7
秧,秧,yāng,yang1,9,高等,shoots/sprouts,Group 7
泻,瀉,xiè,xie4,9,高等,to flow out swiftly/to flood/a torrent/diarrhea/laxative,Group 7
禽,禽,qín,qin2,9,高等,generic term for birds and animals/birds/to capture (old),Group 7
诧,詫,chà,cha4,9,高等,to be surprised/to be astonished,Group 7
讹,訛,é,e2,9,高等,variant of 訛|讹[e2],Group 7
廷,廷,tíng,ting2,9,高等,palace courtyard,Group 7
贾,賈,jiǎ,jia3,9,高等,merchant/to buy,Group 7
恤,卹恤,xù,xu4,9,高等,variant of 恤[xu4],Group 7
弈,弈,yì,yi4,9,高等,ancient name for go (Chinese board game),Group 8
徽,徽,huī,hui1,9,高等,badge/emblem/insignia/crest/logo/coat of arms,Group 8
卒,卒,zú,zu2,9,高等,soldier/servant/to finish/to die/finally/at last/pawn in Chinese chess,Group 8
囊,囊,náng,nang2,9,高等,sack/purse/pocket (for money),Group 8
惋,惋,wǎn,wan3,9,高等,to sigh in regret or pity/Taiwan pr. [wan4],Group 8
沧,滄,cāng,cang1,9,高等,blue-green or azure (of water)/vast (of water)/cold,Group 8
踊,踊踴,yǒng,yong3,9,高等,leap,Group 8
淀,澱淀,diàn,dian4,9,高等,to form sediment; to precipitate,Group 8
毅,毅,yì,yi4,9,高等,firm and resolute/staunch,Group 8
燕,燕,yàn,yan4,9,高等,variant of 燕[yan4],Group 8
腥,腥,xīng,xing1,9,高等,fishy (smell),Group 8
桨,槳,jiǎng,jiang3,9,高等,oar/paddle,Group 9
枢,樞,shū,shu1,9,高等,(bound form) hinge; pivot (usu. fig.),Group 9
牡,牡,mǔ,mu3,9,高等,"(of a bird, animal or plant) male/key/hills",Group 9
丹,丹,dān,dan1,9,高等,red/pellet/powder/cinnabar,Group 9
霞,霞,xiá,xia2,9,高等,rose-tinted sky or clouds at sunrise or sunset,Group 9
鞭,鞭,biān,bian1,9,高等,"whip or lash/to flog/to whip/conductor's baton/segmented iron weapon (old)/penis (of animal, served as food)",Group 9
炊,炊,chuī,chui1,9,高等,to cook food,Group 9
隙,隙,xì,xi4,9,高等,crack/crevice/gap or interval/loophole/discord/rift,Group 9
暮,暮,mù,mu4,9,高等,evening/sunset,Group 9
昼,晝,zhòu,zhou4,9,高等,daytime,Group 9
怠,怠,dài,dai4,9,高等,idle/lazy/negligent/careless,Group 9
岂,豈,qǐ,qi3,9,高等,how? (emphatic question),Group 9
迭,迭,dié,die2,9,高等,alternately/repeatedly,Group 9
懈,懈,xiè,xie4,9,高等,lax/negligent,Group 10
乔,喬,qiáo,qiao2,9,高等,tall,Group 10
馅,餡,xiàn,xian4,9,高等,stuffing/forcemeat/filling,Group 10
沽,沽,gū,gu1,9,高等,to buy/to sell,Group 10
瑞,瑞,ruì,rui4,9,高等,lucky/auspicious/propitious/rayl (acoustical unit),Group 10
衍,衍,yǎn,yan3,9,高等,to spread out/to develop/to overflow/to amplify/superfluous,Group 10
哗,嘩,huā,hua1,9,高等,variant of 嘩|哗[hua2],Group 10
芦,蘆,lú,lu2,9,高等,rush/reed/Phragmites communis,Group 10
叮,叮,dīng,ding1,9,高等,"to sting or bite (of mosquito, bee etc)/to say repeatedly/to urge insistently/to ask repeatedly/to stick to a point/(onom.) tinkling or jingling sound",Group 10
冈,岡,gāng,gang1,9,高等,ridge/mound,Group 10
纹,紋,wén,wen2,9,高等,line/trace/mark/pattern/grain (of wood etc),Group 10
泊,泊,pō,po1,9,高等,lake/Taiwan pr. [bo2],Group 10
溉,溉,gài,gai4,9,高等,to irrigate,Group 10
遂,遂,suì,sui4,9,高等,to satisfy/to succeed/then/thereupon/finally/unexpectedly/to proceed/to reach,Group 10
胚,胚,pēi,pei1,9,高等,embryo,Group 11
祀,祀,sì,si4,9,高等,variant of 祀[si4],Group 11
甘,甘,gān,gan1,9,高等,sweet/willing,Group 11
筐,筐,kuāng,kuang1,9,高等,basket/CL:隻|只[zhi1],Group 11
匪,匪,fěi,fei3,9,高等,bandit/(literary) not,Group 11
诵,誦,sòng,song4,9,高等,to read aloud/to recite,Group 11
捶,捶,chuí,chui2,9,高等,variant of 捶[chui2],Group 11
抒,抒,shū,shu1,9,高等,to express/to give expression to/variant of 紓|纾[shu1]/to relieve,Group 11
倔,倔,jué,jue2,9,高等,gruff; surly,Group 11
秃,禿,tū,tu1,9,高等,bald (lacking hair or feathers)/barren; bare; denuded/blunt (lacking a point)/(of a piece of writing) unsatisfactory; lacking something,Group 11
凄,淒凄,qī,qi1,9,高等,intense cold/frigid/dismal/grim/bleak/sad/mournful,Group 12
抠,摳,kōu,kou1,9,高等,to dig out/to pick out (with one's fingers)/to carve/to cut/to study meticulously/to lift one's clothes/stingy/miserly,Group 12
赫,赫,hè,he4,9,高等,"awe-inspiring/abbr. for 赫茲|赫兹[he4 zi1], hertz (Hz)",Group 12
敦,敦,dūn,dun1,9,高等,kindhearted/place name,Group 12
汹,洶,xiōng,xiong1,9,高等,torrential rush/tumultuous,Group 12
伊,伊,yī,yi1,9,高等,"(old) third person singular pronoun (""he"" or ""she"")/second person singular pronoun (""you"")/(May 4th period) third person singular feminine pronoun (""she"")/(Classical Chinese) introductory particle with no specific meaning/that (preceding a noun)",Group 12
兰,蘭,lán,lan2,9,高等,orchid (蘭花|兰花 Cymbidium goeringii)/fragrant thoroughwort (蘭草|兰草 Eupatorium fortunei)/lily magnolia (木蘭|木兰),Group 12
逾,逾,yú,yu2,9,高等,to exceed/to go beyond/to transcend/to cross over/to jump over,Group 12
勘,勘,kān,kan1,9,高等,to investigate/to survey/to collate,Group 12
狈,狽,bèi,bei4,9,高等,a legendary wolf/distressed/wretched,Group 12
酵,酵,jiào,jiao4,9,高等,yeast; leaven/fermentation/Taiwan pr. [xiao4],Group 12
嵌,嵌,qiàn,qian4,9,高等,to inlay/to embed/Taiwan pr. [qian1],Group 12
韵,韻,yùn,yun4,9,高等,the final (of a syllable) (Chinese phonology)/rhyme/appeal/charm/(literary) pleasant sound,Group 12
灸,灸,jiǔ,jiu3,9,高等,moxibustion (TCM),Group 12
刨,刨,páo,pao2,9,高等,variant of 刨[bao4],Group 12
浆,漿,jiāng,jiang1,9,高等,variant of 糨[jiang4],Group 12
孝,孝,xiào,xiao4,9,高等,filial piety or obedience/mourning apparel,Group 12
渊,淵,yuān,yuan1,9,高等,deep pool/deep/profound,Group 12
媲,媲,pì,pi4,9,高等,to match/to pair,Group 12
逸,逸,yì,yi4,9,高等,to escape/leisurely/outstanding,Group 12
澜,瀾,lán,lan2,9,高等,swelling water,Group 13
弛,弛,chí,chi2,9,高等,to unstring a bow/to slacken/to relax/to loosen,Group 13
沛,沛,pèi,pei4,9,高等,copious/abundant,Group 13
枣,棗,zǎo,zao3,9,高等,(bound form) jujube; Chinese date (Zizyphus jujuba),Group 13
颓,頹,tuí,tui2,9,高等,variant of 頹|颓[tui2],Group 13
荧,熒,yíng,ying2,9,高等,a glimmer/glimmering/twinkling/fluorescence/phosphorescence/perplexed/dazzled and confused/planet Mars (arch.),Group 13
铸,鑄,zhù,zhu4,9,高等,to cast or found metals,Group 13
巷,巷,xiàng,xiang4,9,高等,lane/alley,Group 13
喧,喧,xuān,xuan1,9,高等,variant of 喧[xuan1]/old variant of 諼|谖[xuan1],Group 13
陡,陡,dǒu,dou3,9,高等,steep/precipitous/abrubtly/suddenly/unexpectedly,Group 13
缅,緬,miǎn,mian3,9,高等,distant/remote/detailed,Group 13
孵,孵,fū,fu1,9,高等,breeding/to incubate/to hatch,Group 13
粽,粽,zòng,zong4,9,高等,variant of 粽[zong4],Group 13
逊,遜,xùn,xun4,9,高等,to abdicate/modest/yielding/unpretentious/inferior to/(slang) to suck,Group 13
溶,溶,róng,rong2,9,高等,to dissolve/soluble,Group 13
蕴,蘊,yùn,yun4,9,高等,to accumulate/to hold in store/to contain/to gather together/to collect/depth/inner strength/profundity,Group 13
荷,荷,hé,he2,9,高等,to carry on one's shoulder or back/burden/responsibility,Group 13
隘,隘,ài,ai4,9,高等,pass/defile/narrow/confined/in distress,Group 14
韧,韌,rèn,ren4,9,高等,annealed/pliable but strong/tough/tenacious,Group 14
缤,繽,bīn,bin1,9,高等,helter-skelter/mixed colors/in confusion,Group 14
魄,魄,pò,po4,9,高等,soul; mortal soul (i.e. attached to the body),Group 14
恍,恍,huǎng,huang3,9,高等,(bound form) in a hazy state of mind/(bound form) to snap out of that state/used in 恍如[huang3 ru2] and 恍若[huang3 ruo4],Group 14
哆,哆,duō,duo1,9,高等,quiver/woolen cloth,Group 14
嗦,嗦,suo,suo,9,高等,suck,Group 14
闺,閨,guī,gui1,9,高等,small arched door/boudoir; lady's chamber/(fig.) women,Group 14
庸,庸,yōng,yong1,9,高等,ordinary/to use,Group 14
滔,滔,tāo,tao1,9,高等,(bound form) to inundate; deluge; torrent,Group 14
拢,攏,lǒng,long3,9,高等,to gather together; to collect/to approach; to draw near to/to add; to sum up/to comb (hair),Group 14
烹,烹,pēng,peng1,9,高等,cooking method/to boil sb alive (capital punishment in imperial China),Group 14
腺,腺,xiàn,xian4,9,高等,gland,Group 14
桂,桂,guì,gui4,9,高等,cassia/laurel,Group 14
阀,閥,fá,fa2,9,高等,"powerful individual, family or group/clique/(loanword) valve",Group 14
颂,頌,sòng,song4,9,高等,ode/eulogy/to praise in writing/to wish (in letters),Group 15
僧,僧,sēng,seng1,9,高等,(bound form) Buddhist monk (abbr. for 僧伽[seng1 qie2]),Group 15
芬,芬,fēn,fen1,9,高等,perfume/fragrance,Group 15
芳,芳,fāng,fang1,9,高等,fragrant,Group 15
焕,煥,huàn,huan4,9,高等,brilliant/lustrous,Group 15
膳,膳,shàn,shan4,9,高等,variant of 膳[shan4],Group 15
霸,霸,bà,ba4,9,高等,hegemon/tyrant/lord/feudal chief/to rule by force/to usurp/(in modern advertising) master,Group 15
讳,諱,huì,hui4,9,高等,to avoid mentioning/taboo word/name of deceased emperor or superior,Group 15
萌,萌,méng,meng2,9,高等,"(bound form) to sprout; to bud/(coll.) cute; adorable (orthographic borrowing from Japanese 萌え ""moe"", affection for an anime or manga character)/(literary) common people (variant of 氓[meng2])",Group 15
驮,馱,tuó,tuo2,9,高等,to carry on one's back,Group 15
漾,漾,yàng,yang4,9,高等,to overflow/to ripple/used in place names/see 漾濞[Yang4 bi4],Group 15
秉,秉,bǐng,bing3,9,高等,to grasp/to hold/to maintain,Group 15
莹,瑩,yíng,ying2,9,高等,luster of gems,Group 15
俭,儉,jiǎn,jian3,9,高等,(bound form) frugal; thrifty,Group 15
蓬,蓬,péng,peng2,9,高等,"fleabane (family Asteraceae)/disheveled/classifier for luxuriant plants, smoke, ashes, campfires: clump, puff",Group 15
勃,勃,bó,bo2,9,高等,flourishing/prosperous/suddenly/abruptly,Group 16
辰,辰,chén,chen2,9,高等,"5th earthly branch: 7-9 a.m., 3rd solar month (5th April-4th May), year of the Dragon/ancient Chinese compass point: 120°",Group 16
抡,掄,lūn,lun1,9,高等,to select,Group 16
伯,伯,bó,bo2,9,高等,"father's elder brother/senior/paternal elder uncle/eldest of brothers/respectful form of address/Count, third of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]",Group 16
袍,袍,páo,pao2,9,高等,gown (lined),Group 16
茎,莖,jīng,jing1,9,高等,stalk/stem/CL:條|条[tiao2],Group 16
汪,汪,wāng,wang1,9,高等,"expanse of water/ooze/(onom.) bark/classifier for liquids: pool, puddle",Group 16
徐,徐,xú,xu2,9,高等,slowly/gently,Group 16
歼,殲,jiān,jian1,9,高等,"to annihilate/abbr. for 殲擊機|歼击机[jian1 ji1 ji1], fighter plane",Group 16
迪,迪,dí,di2,9,高等,to enlighten,Group 16
畔,畔,pàn,pan4,9,高等,(bound form) side; edge; boundary,Group 16
蔑,衊蔑,miè,mie4,9,高等,defiled with blood,Group 16
阂,閡,hé,he2,9,高等,obstruct,Group 16
馋,饞,chán,chan2,9,高等,gluttonous/greedy/to have a craving,Group 16
楷,楷,kǎi,kai3,9,高等,model/pattern/regular script (calligraphic style),Group 16
稠,稠,chóu,chou2,9,高等,dense/crowded/thick/many,Group 16
挎,挎,kuà,kua4,9,高等,"to carry (esp. slung over the arm, shoulder or side)",Group 16
疆,疆,jiāng,jiang1,9,高等,border/boundary,Group 16
荆,荊,jīng,jing1,9,高等,chaste tree or berry (Vitex agnus-castus)/alternative name for the Zhou Dynasty state of Chu 楚國|楚国[Chu3 guo2],Group 16
窘,窘,jiǒng,jiong3,9,高等,distressed/embarrassed,Group 16
辽,遼,liáo,liao2,9,高等,(bound form) distant; faraway,Group 17
旭,旭,xù,xu4,9,高等,dawn/rising sun,Group 17
棚,棚,péng,peng2,9,高等,shed/canopy/shack,Group 17
鼎,鼎,dǐng,ding3,9,高等,ancient cooking cauldron with two looped handles and three or four legs/pot (dialect)/to enter upon a period of (classical)/Kangxi radical 206/one of the 64 hexagrams of the Book of Changes,Group 17
驰,馳,chí,chi2,9,高等,to run fast/to speed/to gallop/to disseminate/to spread,Group 17
窟,窟,kū,ku1,9,高等,cave/hole,Group 17
窿,窿,lóng,long2,9,高等,cavity/hole,Group 17
碟,碟,dié,die2,9,高等,dish/plate,Group 17
缆,纜,lǎn,lan3,9,高等,cable/hawser/to moor,Group 17
寨,寨,zhài,zhai4,9,高等,variant of 寨[zhai4],Group 17
屹,屹,yì,yi4,9,高等,high and steep,Group 17
殷,殷,yīn,yin1,9,高等,roll of thunder,Group 18
拄,拄,zhǔ,zhu3,9,高等,to lean on/to prop on,Group 18
仆,僕仆,pū,pu1,9,高等,servant,Group 18
巢,巢,cháo,chao2,9,高等,nest,Group 18
馁,餒,něi,nei3,9,高等,(bound form) hungry; starving/(bound form) dispirited/(literary) (of fish) putrid,Group 18
柳,柳,liǔ,liu3,9,高等,old variant of 柳[liu3],Group 18
簇,簇,cù,cu4,9,高等,crowded/framework for silkworms/gather foliage/bunch/classifier for bunched objects,Group 18
潭,潭,tán,tan2,9,高等,deep pool/pond/pit (dialect)/depression,Group 18
吭,吭,kēng,keng1,9,高等,to utter,Group 18
霍,霍,huò,huo4,9,高等,(literary) suddenly,Group 18
刁,刁,diāo,diao1,9,高等,artful/wicked,Group 18
猖,猖,chāng,chang1,9,高等,ferocious,Group 18
棱,稜棱,léng,leng2,9,高等,used in 穆稜|穆棱[Mu4 ling2],Group 18
竿,竿,gān,gan1,9,高等,pole,Group 18
穴,穴,xué,xue2,9,高等,cave/cavity/hole/acupuncture point/Taiwan pr. [xue4],Group 18
蒂,蒂,dì,di4,9,高等,variant of 蒂[di4],Group 19
辙,轍,zhé,zhe2,9,高等,"rut; track of a wheel (Taiwan pr. [che4])/(coll.) the direction of traffic/a rhyme (of a song, poem etc)/(dialect) (usu. after 有[you3] or 沒|没[mei2]) way; idea",Group 19
凯,凱,kǎi,kai3,9,高等,(bound form) triumphal music/(Tw) (coll.) generous with money; lavish in spending/chi (Greek letter Χχ),Group 19
搀,攙,chān,chan1,9,高等,to take by the arm and assist/to mix/to blend/to dilute/to adulterate,Group 19
豁,豁,huō,huo1,9,高等,open; clear; liberal-minded; generous/to exempt; to remit,Group 19
礁,礁,jiāo,jiao1,9,高等,reef/shoal rock,Group 19
彬,彬,bīn,bin1,9,高等,urbane; well-bred; cultivated,Group 19
浩,浩,hào,hao4,9,高等,grand/vast (water),Group 19
茂,茂,mào,mao4,9,高等,luxuriant/(chemistry) cyclopentadiene,Group 19
甸,甸,diān,dian1,9,高等,suburbs or outskirts/one of the five degrees of official mourning attire in dynastic China/official in charge of fields (old),Group 19
赡,贍,shàn,shan4,9,高等,to support/to provide for,Group 19
熙,熙,xī,xi1,9,高等,(used in names)/(bound form) (literary) bright/prosperous/splendid/genial,Group 19
攘,攘,rǎng,rang3,9,高等,(literary) to push up one's sleeves/(literary) to reject; to resist/(literary) to seize; to steal/(literary) to perturb/Taiwan pr. [rang2],Group 19
舵,舵,duò,duo4,9,高等,helm/rudder,Group 19
川,川,chuān,chuan1,9,高等,(bound form) river/creek/plain/an area of level country,Group 19
孪,孿,luán,luan2,9,高等,twins,Group 19
慑,懾慴,shè,she4,9,高等,afraid/be feared/to fear/to frighten/to intimidate,Group 19
丘,丘,qiū,qiu1,9,高等,hillock; mound (variant of 丘[qiu1]),Group 19
陵,陵,líng,ling2,9,高等,mound/tomb/hill/mountain,Group 19
尼,尼,ní,ni2,9,高等,Buddhist nun/(often used in phonetic spellings),Group 19
嫦,嫦,cháng,chang2,9,高等,a legendary beauty who flew to the moon/the lady in the moon,Group 20
娥,娥,é,e2,9,高等,good/beautiful,Group 20
冗,冗,rǒng,rong3,9,高等,variant of 冗[rong3],Group 20
拙,拙,zhuō,zhuo1,9,高等,awkward/clumsy/dull/inelegant/(polite) my/Taiwan pr. [zhuo2],Group 20
耸,聳,sǒng,song3,9,高等,to excite/to raise up/to shrug/high/lofty/towering,Group 20
涛,濤,tāo,tao1,9,高等,big wave/Taiwan pr. [tao2],Group 20
笛,笛,dí,di2,9,高等,flute,Group 20
骏,駿,jùn,jun4,9,高等,spirited horse,Group 20
兢,兢,jīng,jing1,9,高等,to be fearful/apprehensive,Group 20
贞,貞,zhēn,zhen1,9,高等,chaste,Group 20
寥,寥,liáo,liao2,9,高等,empty/lonesome/very few,Group 20
涝,澇,lào,lao4,9,高等,flooded,Group 20
脊,脊,jí,ji2,9,高等,(bound form) spine; backbone/(bound form) ridge,Group 20
翠,翠,cuì,cui4,9,高等,bluish-green/green jade,Group 21
灼,灼,zhuó,zhuo2,9,高等,to burn; to sear; to scorch/(bound form) bright; luminous,Group 21
戈,戈,gē,ge1,9,高等,dagger-axe/abbr. for 戈瑞[ge1 rui4]/(Tw) abbr. for 戈雷[ge1 lei2],Group 21
逞,逞,chěng,cheng3,9,高等,to show off/to flaunt/to carry out or succeed in a scheme/to indulge/to give free rein to,Group 21
碧,碧,bì,bi4,9,高等,green jade/bluish green/blue/jade,Group 21
呜,嗚,wū,wu1,9,高等,(onom.) for humming or whimpering,Group 21
纬,緯,wěi,wei3,9,高等,latitude/woof (horizontal thread in weaving)/weft,Group 21
贤,賢,xián,xian2,9,高等,worthy or virtuous person/honorific used for a person of the same or a younger generation,Group 21
吏,吏,lì,li4,9,高等,minor government official or functionary (old),Group 21
杨,楊,yáng,yang2,9,高等,poplar,Group 21
腊,臘腊臈,là,la4,9,高等,"ancient practice of offering sacrifices to the gods in the 12th lunar month/the 12th lunar month/(bound form) (of meat, fish etc) cured in winter, esp. in the 12th lunar month",Group 21
